veiculos,coleta_ts
"{'codigo': '901073', 'placa': '', 'linha': '53', 'latitude': -23.002217, 'longitude': -43.366173, 'dataHora': 1749231547000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA]', 'hodometro': 51478.6, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901048', 'placa': '', 'linha': '53', 'latitude': -22.967359, 'longitude': -43.397736, 'dataHora': 1749232404000, 'velocidade': 49, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '53 - SULACAP X ALVORADA (EXPRESSO) [IDA]', 'hodometro': 197970.2, 'direcao': 221, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901065', 'placa': '', 'linha': '0', 'latitude': -22.96571, 'longitude': -43.391257, 'dataHora': 1749231565000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': '', 'trajeto': '', 'hodometro': 230455, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903031', 'placa': '', 'linha': '42', 'latitude': -22.877473, 'longitude': -43.329486, 'dataHora': 1749232582000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA]', 'hodometro': 187060.6, 'direcao': ' ', 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '902092', 'placa': '', 'linha': '40', 'latitude': -23.00201, 'longitude': -43.366856, 'dataHora': 1749220657000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA]', 'hodometro': 113075.2, 'direcao': ' ', 'ignicao': 0}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903032', 'placa': '', 'linha': '42', 'latitude': -22.840014, 'longitude': -43.281996, 'dataHora': 1749232573000, 'velocidade': 0, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA]', 'hodometro': 163613.5, 'direcao': 123, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '901075', 'placa': '', 'linha': '53', 'latitude': -23.001398, 'longitude': -43.368012, 'dataHora': 1749232082000, 'velocidade': 35.9, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '53 - ALVORADA X SULACAP (EXPRESSO) [VOLTA]', 'hodometro': 260921.2, 'direcao': 112, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903055', 'placa': '', 'linha': '17', 'latitude': -22.901308, 'longitude': -43.554269, 'dataHora': 1749232588000, 'velocidade': 6, 'id_migracao_trajeto': '', 'sentido': 'ida', 'trajeto': '17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [IDA]', 'hodometro': 81500.3, 'direcao': 308, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '902112', 'placa': '', 'linha': '40', 'latitude': -23.001181, 'longitude': -43.368255, 'dataHora': 1749214677000, 'velocidade': 27.5, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA]', 'hodometro': 110665.4, 'direcao': 140, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
"{'codigo': '903037', 'placa': '', 'linha': '17', 'latitude': -22.905234, 'longitude': -43.557754, 'dataHora': 1749232580000, 'velocidade': 29.2, 'id_migracao_trajeto': '', 'sentido': 'volta', 'trajeto': '17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [VOLTA]', 'hodometro': 100261.8, 'direcao': 73, 'ignicao': 1}",2025-06-06 17:56:37.219237+00:00
